YEAR,PERMNO,STDEV,E,F,QUICK,SelectionProb,SamplingWeight
1982,73219,0.3342506337,59866875,0,5.4779947537,0.0571755289,17.49
1982,74764,0.5485765065,5442000,5507000,1.2322175732,0.0571755289,17.49
1982,74908,0.4603401495,5546875,5924500,3.2691224777,0.0571755289,17.49
1982,74916,0.5161619165,8483125,0,1.5715174129,0.0571755289,17.49
1982,75628,1.6912482735,3213281.25,693000,2.3215031315,0.0571755289,17.49
1982,78087,0.2618260366,6183375,7487000,1.7411858974,0.0571755289,17.49
1982,80814,0.3551049489,32022000,9270500,1.073422396,0.0571755289,17.49
1982,80849,0.5546752449,3783562.5,352000,0.5490764216,0.0571755289,17.49
1982,83601,0.2491490876,272758687.5,49056500,2.2715000734,0.0571755289,17.49
1982,83708,0.7711478912,4927812.5,4000,1.0296662546,0.0571755289,17.49
1983,10816,0.6708652514,1971562.5,1423500,1.3950819672,0.056385678,17.735
1983,11157,0.7084584362,5729875,426000,5.7430555556,0.056385678,17.735
1983,11253,0.3480291823,1200500,150000,2.4449152542,0.056385678,17.735
1983,11456,0.7594265164,6627375,894500,0.8374892519,0.056385678,17.735
1983,11499,0.3878751995,1025062.5,709000,1.362369338,0.056385678,17.735
1983,12650,0.3770964538,458060000,124853000,1.0428476539,0.056385678,17.735
1983,13515,0.9043782117,9562500,2515500,1.0615623383,0.056385678,17.735
1983,14446,0.7871963193,2609437.5,0,4.2469635628,0.056385678,17.735
1983,14462,1.0478204299,1384531.25,1237500,0.1783919598,0.056385678,17.735
1983,15035,0.3099406464,44903000,1939000,2.7642961283,0.056385678,17.735
1983,15966,0.29912967,10204418250,4743500000,1.0429030303,0.056385678,17.735
1983,16432,0.3318420404,2594970000,523350000,2.3423899157,0.056385678,17.735
1983,17292,0.235111635,29687500,8451000,1.3214502658,0.056385678,17.735
1983,18112,0.4080545355,445718000,19613000,1.2926594296,0.056385678,17.735
1983,18163,0.2163063773,9806590750,627000000,1.6281385983,0.056385678,17.735
1983,18570,0.3058645374,340387500,0,2.9868187579,0.056385678,17.735
1983,18649,0.4448950142,521042500,254895000,1.4852701063,0.056385678,17.735
1983,18905,0.3272627785,144699375,21173500,1.8530668054,0.056385678,17.735
1983,19020,0.4553120711,38094000,96876000,1.5679469531,0.056385678,17.735
1983,19027,0.2670881515,704949750,456000000,1.8693181818,0.056385678,17.735
1983,19159,0.3356901054,95095000,0,5.8207259629,0.056385678,17.735
1983,19916,0.2390149557,2218178750,943218000,1.5172369724,0.056385678,17.735
1983,20168,0.5403971746,27771500,0,1.8566475992,0.056385678,17.735
1983,20897,0.7918848315,4155562.5,1062000,1.6248407643,0.056385678,17.735
1983,21857,0.1175790882,99567875,2169000,2.7209707048,0.056385678,17.735
1983,21936,0.3020352772,5300895500,657900000,2.0097432396,0.056385678,17.735
1983,21945,0.5310217374,32972875,65277500,1.4811124788,0.056385678,17.735
1983,22648,0.305963588,293430250,68261500,1.8420554504,0.056385678,17.735
1983,22905,0.229412541,35992187.5,5674500,3.3142213576,0.056385678,17.735
1983,22964,0.2523659136,224324500,13291000,2.4506130248,0.056385678,17.735
1983,23115,0.2644583553,73474625,3121000,3.0315684134,0.056385678,17.735
1983,23536,0.2197380534,732914000,373859000,1.4942005985,0.056385678,17.735
1983,24010,0.1959351581,2072593250,2627999500,0.5062922267,0.056385678,17.735
1983,24379,0.2663816027,376630125,325290000,0.8972860546,0.056385678,17.735
1983,24440,0.1942743875,744310000,374365500,1.1443762803,0.056385678,17.735
1983,24600,0.4838780423,16213750,9417500,3.9631744455,0.056385678,17.735
1983,24679,0.224914187,24104000,42493000,1.1819106035,0.056385678,17.735
1983,24942,0.3770240475,3777481750,93161500,1.3876782931,0.056385678,17.735
1983,25072,0.1636955073,785835750,620552500,1.1609227006,0.056385678,17.735
1983,25478,0.578752821,1349831250,14138000,1.3149350042,0.056385678,17.735
1983,26403,0.27931853,2109450750,157500000,1.105455664,0.056385678,17.735
1983,26606,0.2456112338,82008875,106532000,1.0967023173,0.056385678,17.735
1983,26753,0.3604212073,41431500,25148500,1.9549670076,0.056385678,17.735
1983,27052,0.7459019306,11891812.5,3543500,1.0275005093,0.056385678,17.735
1983,27562,0.3671121823,31240000,4364000,1.9405391121,0.056385678,17.735
1983,27685,1.2897167329,1209375,0,1.8591065292,0.056385678,17.735
1983,27722,0.5006815618,23767625,18666000,2.169527897,0.056385678,17.735
1983,28310,0.2258799012,358046000,735500000,1.6644628099,0.056385678,17.735
1983,28629,0.5125946672,57405500,954000,6.8448637317,0.056385678,17.735
1983,28740,0.7402560107,14719000,4599000,2.0340673037,0.056385678,17.735
1983,29560,0.5713647702,12684875,2545000,5.253440367,0.056385678,17.735
1983,29605,0.698410368,4258500,1115000,0.902277737,0.056385678,17.735
1983,29824,0.941399013,7018406.25,12000,0.8181818182,0.056385678,17.735
1983,30593,0.9097140428,16900312.5,100000,0.4329268293,0.056385678,17.735
1983,30622,0.2001422219,14531250,3081500,1.9149015236,0.056385678,17.735
1983,31182,0.7934455302,7012562.5,1990000,1.7550644567,0.056385678,17.735
1983,31683,0.6461203669,7871750,234000,2.3193353474,0.056385678,17.735
1983,31983,0.4368302377,13775000,463500,3.4734432234,0.056385678,17.735
1983,32329,0.3511600143,14503500,4992500,2.6924896511,0.056385678,17.735
1983,32572,1.1212984917,263593.75,100000,1.1680107527,0.056385678,17.735
1983,33823,0.9067533711,2401125,720500,1.1571428571,0.056385678,17.735
1983,34017,0.5154839459,10169250,3116500,1.6719034232,0.056385678,17.735
1983,34024,0.2252653583,304882500,40305000,3.3148994122,0.056385678,17.735
1983,34358,0.7098521723,6703125,8221500,1.0129088721,0.056385678,17.735
1983,34438,0.4229559367,55471875,23651500,1.8415577202,0.056385678,17.735
1983,34817,0.3901385507,437250000,25719000,2.0050981045,0.056385678,17.735
1983,36150,0.3950829314,127028250,3528000,3.9471963381,0.056385678,17.735
1983,36505,0.4194220829,1800975000,440800000,2.4299749127,0.056385678,17.735
1983,36898,0.3634597793,45462500,19828000,1.4348225817,0.056385678,17.735
1983,37356,0.2214816662,32632875,6519000,1.5359127392,0.056385678,17.735
1983,37990,0.6373730948,9831250,1785500,1.7542262679,0.056385678,17.735
1983,38244,0.9545915975,58532625,0,5.4297520661,0.056385678,17.735
1983,38324,0.4188538977,1312184500,133919000,1.8845849007,0.056385678,17.735
1983,38375,0.2533951121,259930000,82230500,2.2049097357,0.056385678,17.735
1983,38578,0.2371777541,406770000,23191500,3.6664500406,0.056385678,17.735
1983,38666,0.2420027206,22265125,42477500,0.7291792738,0.056385678,17.735
1983,38691,0.8157165394,150293000,2229000,5.6014625229,0.056385678,17.735
1983,38762,0.2140784264,739345250,798708000,1.0195316454,0.056385678,17.735
1983,39490,0.5445018913,230916000,117680500,1.6756190227,0.056385678,17.735
1983,39925,1.5064647382,6881250,2712000,0.5621293163,0.056385678,17.735
1983,39984,0.6603707125,11715000,7642000,1.640904874,0.056385678,17.735
1983,40010,0.3100758318,2065357250,249900000,2.2063597218,0.056385678,17.735
1983,40483,0.3337965573,2958927750,266852000,1.5904037,0.056385678,17.735
1983,41064,0.3301239197,702000000,73277500,1.4421449422,0.056385678,17.735
1983,41073,0.7255253724,11594625,13048000,0.2882663256,0.056385678,17.735
1983,42876,0.7135268092,3880562.5,196000,1.2,0.056385678,17.735
1983,43132,0.191395925,233742125,62408000,3.0249175564,0.056385678,17.735
1983,44003,0.7880544792,2178750,34000,3.50799508,0.056385678,17.735
1983,44178,0.3243088578,13991000,834000,3.3003972195,0.056385678,17.735
1983,45110,0.2878438394,21656250,4832000,2.5720755444,0.056385678,17.735
1983,45189,0.4869666221,15490000,3712500,0.3421174295,0.056385678,17.735
1983,45356,0.4088878605,153125000,73389000,1.5028593606,0.056385678,17.735
1983,45509,0.5561218833,13778187.5,0,1.8077336198,0.056385678,17.735
1983,45583,0.4314223967,200583000,18444000,5.0770516153,0.056385678,17.735
1983,45735,0.9181077611,3139500,1724000,2.4426338543,0.056385678,17.735
1983,45823,0.2095316387,6917750,0,8.1627358491,0.056385678,17.735
1983,45911,0.4017570002,122916750,2455000,6.3972408914,0.056385678,17.735
1983,46017,0.174615566,207981250,177286000,0.9405160027,0.056385678,17.735
1983,46181,0.6566149225,10800000,1679000,0.3986537023,0.056385678,17.735
1983,47028,0.4044145775,58038750,14583000,3.3556663055,0.056385678,17.735
1983,47140,0.3109919738,38935750,46744500,2.1687878788,0.056385678,17.735
1983,47722,0.468847924,6181312.5,664000,6.7301275761,0.056385678,17.735
1983,48063,0.6901415236,25042500,14625500,1.0171115295,0.056385678,17.735
1983,48208,0.4986354023,33033187.5,14228500,1.445022826,0.056385678,17.735
1983,48557,0.5670122089,61002500,4453500,1.8014134276,0.056385678,17.735
1983,49197,0.5235247888,7185750,2700000,1.8692590646,0.056385678,17.735
1983,49744,0.3791098093,562936500,189744500,2.0121646603,0.056385678,17.735
1983,50324,0.4695194101,3435781.25,1300000,1.0631328172,0.056385678,17.735
1983,50577,0.4428794353,12120125,16880500,2.4863947205,0.056385678,17.735
1983,51087,0.2028069872,1362951562.5,11295000,4.3329647474,0.056385678,17.735
1983,52071,0.2710069598,935000,1397500,1.4258688957,0.056385678,17.735
1983,52396,0.7766402744,25375000,4455000,2.0832687839,0.056385678,17.735
1983,52441,0.2785402759,374937750,62987000,1.553733395,0.056385678,17.735
1983,53217,0.506380391,10504000,3712000,1.028359317,0.056385678,17.735
1983,53640,0.7319798505,19185937.5,4946000,3.2147684606,0.056385678,17.735
1983,55079,0.3197166828,237989500,124547500,1.4058407283,0.056385678,17.735
1983,55969,0.3860854413,7063875,117000,1.1958717611,0.056385678,17.735
1983,56274,0.354891365,508564000,111495500,1.5212070398,0.056385678,17.735
1983,56434,0.305016969,46490625,1139500,2.0675675676,0.056385678,17.735
1983,56734,0.3282207214,792000,1220500,1.7371212121,0.056385678,17.735
1983,56864,0.3204874219,525813000,89269000,1.6851089897,0.056385678,17.735
1983,56902,0.9724968751,2046875,636000,1.2856213403,0.056385678,17.735
1983,57138,0.364675671,14011250,4991000,1.5532520325,0.056385678,17.735
1983,57146,0.3349251105,15147500,2702000,2.6297229219,0.056385678,17.735
1983,57437,0.4467171418,72749375,103711000,1.58288891,0.056385678,17.735
1983,57614,0.8314290543,35440000,15455500,1.7463136033,0.056385678,17.735
1983,57971,0.6323908603,8687250,1367000,3.4146775013,0.056385678,17.735
1983,58544,0.5474889063,14924500,452500,1.2525939022,0.056385678,17.735
1983,58640,0.3120291785,2481570000,137100000,1.9392419997,0.056385678,17.735
1983,58756,1.0047826913,6950000,956500,2.4332965821,0.056385678,17.735
1983,58879,0.5220194376,14477750,3772000,0.3236873508,0.056385678,17.735
1983,59416,0.5428148412,171906000,24698500,1.2776376071,0.056385678,17.735
1983,59556,0.7261246986,35516250,16288000,1.1220499534,0.056385678,17.735
1983,59619,0.2929206059,162892500,27927500,2.2761089407,0.056385678,17.735
1983,59898,0.6460052999,215730750,128000,7.8713102322,0.056385678,17.735
1983,59919,0.1811184471,44741750,8441000,3.2237545251,0.056385678,17.735
1983,60476,0.4946266913,6175000,1779500,2.7355350066,0.056385678,17.735
1983,61196,0.6226755201,44544375,60868500,1.0290226252,0.056385678,17.735
1983,61233,0.6992136469,88107750,40791000,2.2840422173,0.056385678,17.735
1983,61401,0.3036868348,437837750,537700000,1.4905748196,0.056385678,17.735
1983,61532,0.3568017724,17011375,61138000,1.0262902562,0.056385678,17.735
1983,61700,0.4720556507,14696500,2544500,2.7778693592,0.056385678,17.735
1983,61954,0.5450204178,636720000,263430500,2.0089539341,0.056385678,17.735
1983,62010,0.1060943314,38901500,69217000,0.7268918883,0.056385678,17.735
1983,62041,0.9458193473,22518000,58370500,0.4685731966,0.056385678,17.735
1983,62076,0.3945776244,2745561000,44500000,2.323296355,0.056385678,17.735
1983,62092,0.4280487639,60331500,26351000,2.2894230208,0.056385678,17.735
1983,62105,0.6814593484,114786000,4206000,4.7138827322,0.056385678,17.735
1983,62244,0.5660666536,450333500,6321000,1.4701454978,0.056385678,17.735
1983,62295,0.2274237543,37541250,33951500,1.1791631085,0.056385678,17.735
1983,62500,0.5278118779,52134750,2797500,3.4245979186,0.056385678,17.735
1983,62527,0.6033643659,17437500,11346500,2.9722576901,0.056385678,17.735
1983,62551,0.645999293,18732000,32119000,2.363535091,0.056385678,17.735
1983,62835,0.5484107725,10147500,1525000,3.9586206897,0.056385678,17.735
1983,62842,0.4927670921,198714750,50045000,1.7965379424,0.056385678,17.735
1983,62965,1.058047025,5852250,19873000,1.0754450716,0.056385678,17.735
1983,63483,0.3181573531,273281250,0,3.182038835,0.056385678,17.735
1983,63554,0.2728932953,217610250,19209500,1.5997378976,0.056385678,17.735
1983,63765,0.430681398,121353750,24468000,1.3905849452,0.056385678,17.735
1983,63773,0.5154663739,60101250,83185000,1.3219698295,0.056385678,17.735
1983,63830,0.2999652306,57007000,10390500,3.042758352,0.056385678,17.735
1983,64194,0.3168433224,263340000,40704000,1.7190000964,0.056385678,17.735
1983,64291,0.4812825382,55954000,24331500,1.2393733626,0.056385678,17.735
1983,64450,0.1783842626,49913250,39380500,0.9505764166,0.056385678,17.735
1983,64581,0.400029822,66507500,5796500,2.0863287622,0.056385678,17.735
1983,65840,0.4117650149,50203125,759000,1.15237333,0.056385678,17.735
1983,65940,0.2222606138,4484000,1869000,7.3800456969,0.056385678,17.735
1983,66501,0.767766031,392340000,71938500,1.5643367575,0.056385678,17.735
1983,66608,0.4315911796,46035000,23480500,1.5824594852,0.056385678,17.735
1983,66720,0.8050515643,7504000,12471000,1.1715784216,0.056385678,17.735
1983,66764,0.1886857166,2440000,3420500,1.3929393707,0.056385678,17.735
1983,68398,0.5143924665,31914000,3033500,1.658419591,0.056385678,17.735
1983,69155,0.515518865,68002375,391500,3.660554371,0.056385678,17.735
1983,69295,0.6192457691,1187875,0,8.1451612903,0.056385678,17.735
1983,69391,0.5617716983,5092000,2547500,1.6840532464,0.056385678,17.735
1983,70077,0.3859438101,406000000,95057500,1.9520892584,0.056385678,17.735
1983,70122,1.3840689878,29080125,585500,1.6373734074,0.056385678,17.735
1983,70608,0.7780955464,2063250,156000,4.3625377644,0.056385678,17.735
1983,70667,0.6515392322,27378000,10356500,2.9612525021,0.056385678,17.735
1983,72128,0.3898599903,48344250,2011000,2.7702040816,0.056385678,17.735
1983,72603,0.489145343,6765625,1401500,4.5737265416,0.056385678,17.735
1983,73235,0.4014526954,400254625,63488500,1.8800624045,0.056385678,17.735
1983,73999,0.4712064805,5086250,725000,2.3787798408,0.056385678,17.735
1983,74086,0.4699321975,298831000,2102500,2.9428972619,0.056385678,17.735
1983,74908,0.4902399772,6875000,6821500,2.60598434,0.056385678,17.735
1983,75890,0.063669241,3360000,150000,3.3552742616,0.056385678,17.735
1983,76524,0.5588987719,2492750,1067000,1.4101540217,0.056385678,17.735
1983,77228,0.4936727155,149732000,1463500,4.8781484997,0.056385678,17.735
1983,77869,0.5517928594,50425375,538500,2.8828864353,0.056385678,17.735
1983,78223,0.4275629957,165015812.5,0,4.0682926829,0.056385678,17.735
1983,79151,1.0243045173,11022656.25,0,264,0.056385678,17.735
1983,79709,0.1640377605,17710875,18171500,1.2555036188,0.056385678,17.735
1983,80814,0.3712314695,45586875,14387500,1.2067673442,0.056385678,17.735
1983,80881,0.3232408643,81010125,80000,1.0590339893,0.056385678,17.735
1983,81227,0.5951971409,6005000,255000,8.2566371681,0.056385678,17.735
1983,81403,0.2579296668,102258000,49436500,1.2978201469,0.056385678,17.735
1983,81614,0.4053823103,10883375,1127500,3.6412441415,0.056385678,17.735
1983,82310,0.4056032911,19494000,0,9.3741721854,0.056385678,17.735
1983,83046,0.5218946163,56749375,43866500,1.940468586,0.056385678,17.735
1983,83396,0.3809356847,33631750,6335000,2.6717461456,0.056385678,17.735
1984,10480,0.3025559194,99220500,15585000,0.5042645046,0.0511770727,19.54
1984,10568,0.2524241768,10904625,9560500,2.8167545138,0.0511770727,19.54
1984,10779,0.4910041305,69750000,1372000,4.2181744174,0.0511770727,19.54
1984,10823,0.1588261401,315526750,190870500,1.2648859733,0.0511770727,19.54
1984,11295,0.2880113029,248460000,40587000,2.9516770237,0.0511770727,19.54
1984,12024,0.4537446646,5144875,441000,3.0092470277,0.0511770727,19.54
1984,13100,0.2646748667,1552515000,301800000,2.1055631316,0.0511770727,19.54
1984,13135,0.4256487569,100007500,5974000,1.5871613214,0.0511770727,19.54
1984,14541,0.3179597135,11845524125,1050000000,1.3871409029,0.0511770727,19.54
1984,14622,0.3448154954,88467000,0,12.475291505,0.0511770727,19.54
1984,15684,0.4005065803,37629000,6954500,1.4574817518,0.0511770727,19.54
1984,15983,0.6009879094,72152500,854000,1.4846014493,0.0511770727,19.54
1984,16185,0.3115649231,57195500,0,5.3019271949,0.0511770727,19.54
1984,16791,0.3573223493,15262500,409000,2.6574618096,0.0511770727,19.54
1984,16970,0.1921614106,23216375,750000,2.1201877934,0.0511770727,19.54
1984,17277,0.3915976223,1103317500,137953000,1.1746905869,0.0511770727,19.54
1984,17347,0.5855520673,14481250,4457000,1.7518737673,0.0511770727,19.54
1984,17902,0.3048133492,58864500,15650000,2.5546093882,0.0511770727,19.54
1984,17961,0.3003418419,450192000,9987000,2.0937412067,0.0511770727,19.54
1984,18279,0.7059695843,17924625,7000,10.506637168,0.0511770727,19.54
1984,18607,0.8789988101,17178687.5,4520000,0.8645327236,0.0511770727,19.54
1984,18649,0.3571161023,530558000,98994500,1.3968475529,0.0511770727,19.54
1984,18658,0.4076100807,13860000,5614500,2.3365756475,0.0511770727,19.54
1984,18681,0.1919446219,2895165000,260801000,1.5961035106,0.0511770727,19.54
1984,18738,0.4662283287,15400000,2812500,1.1329588015,0.0511770727,19.54
1984,19414,0.4114362298,7764827500,875317500,0.9477519036,0.0511770727,19.54
1984,20125,0.5346651337,36192750,599500,8.6180510137,0.0511770727,19.54
1984,20889,0.3993887217,4671000,2117500,2.0868434737,0.0511770727,19.54
1984,21355,0.5674987658,67930937.5,1796500,10.368909513,0.0511770727,19.54
1984,21494,0.4023245607,3688750,1696000,1.3339294839,0.0511770727,19.54
1984,22270,0.7548362185,27361437.5,24863500,1.6322364096,0.0511770727,19.54
1984,23026,0.169975333,1328635000,1502078000,1.063096987,0.0511770727,19.54
1984,24272,0.2715755314,787398000,386182000,1.0521260672,0.0511770727,19.54
1984,24441,0.5057330674,136983000,6503000,2.0263426241,0.0511770727,19.54
1984,24468,0.730802353,33240000,1046500,7.5719178082,0.0511770727,19.54
1984,24839,0.1500166177,5671000,9083500,2.3051333899,0.0511770727,19.54
1984,25072,0.1578921133,788670000,688626500,1.1969467051,0.0511770727,19.54
1984,27174,0.382170933,139553500,11654000,3.2509278569,0.0511770727,19.54
1984,27182,0.5144276807,42079125,35263500,1.7666546145,0.0511770727,19.54
1984,27255,0.5157225091,280381500,34686500,2.7607427056,0.0511770727,19.54
1984,27562,0.3327686597,60157000,4090500,4.1078631979,0.0511770727,19.54
1984,27829,0.3756709839,11400000,2986000,2.2407700043,0.0511770727,19.54
1984,27909,0.3328899552,69376000,6454000,2.845410628,0.0511770727,19.54
1984,28337,0.555448973,19635000,5166500,2.5755331754,0.0511770727,19.54
1984,28433,0.306793565,158078750,107388000,1.2838534927,0.0511770727,19.54
1984,28434,0.5711743749,153312000,0,25.372268908,0.0511770727,19.54
1984,28505,0.1914909192,1321056000,207152000,2.4996796831,0.0511770727,19.54
1984,29663,0.5446977976,34560000,23031000,1.8544080891,0.0511770727,19.54
1984,30059,1.4270445957,12792312.5,8594500,1.0230207748,0.0511770727,19.54
1984,30067,0.6273195145,687387500,55945000,5.4637606032,0.0511770727,19.54
1984,30147,0.2963958607,129253000,124500,6.9839543106,0.0511770727,19.54
1984,30374,1.2552909177,2206406.25,341000,0.2707692308,0.0511770727,19.54
1984,31115,0.675831864,2439062.5,805500,1.2252124646,0.0511770727,19.54
1984,31376,0.2551622185,9775500,8208000,1.4571487012,0.0511770727,19.54
1984,32707,0.4318244086,506043125,50214000,3.501927415,0.0511770727,19.54
1984,34673,0.5331558413,89327000,73633000,2.4616258651,0.0511770727,19.54
1984,34922,0.8398142136,6792187.5,32500,1.7813267813,0.0511770727,19.54
1984,34973,0.691986333,45442750,711000,3.2230273752,0.0511770727,19.54
1984,35393,0.0986372474,282046375,9661000,2.7950095437,0.0511770727,19.54
1984,36185,0.8411589614,6468750,1305500,1.3443201883,0.0511770727,19.54
1984,37023,0.1812418944,9160375,7004500,0.9722192078,0.0511770727,19.54
1984,37058,0.3881926005,71969000,864500,4.2998833139,0.0511770727,19.54
1984,37277,0.873142306,12066125,6615500,1.5271446863,0.0511770727,19.54
1984,37815,0.515104882,2244750,238000,2.2452012384,0.0511770727,19.54
1984,38033,0.1131561966,26778750,3000000,2.6815029342,0.0511770727,19.54
1984,38333,0.3895987814,36319875,12245500,2.4697541884,0.0511770727,19.54
1984,38658,0.159885143,326778625,165030500,0.8394553642,0.0511770727,19.54
1984,38922,0.8068461019,10622625,16502500,1.6559827782,0.0511770727,19.54
1984,39108,0.4696943888,50753250,11006500,2.3288761707,0.0511770727,19.54
1984,39328,0.3139496268,136428125,2001500,3.7830030701,0.0511770727,19.54
1984,41241,0.2810179738,12430000,1749000,1.7055270311,0.0511770727,19.54
1984,41444,0.223291016,11202625,998500,4.4255848681,0.0511770727,19.54
1984,41663,0.638479351,11386687.5,782500,2.2143420016,0.0511770727,19.54
1984,42041,0.6517826172,5118875,7938500,1.3465229394,0.0511770727,19.54
1984,42324,0.6823224411,122167500,50000,6.7993701614,0.0511770727,19.54
1984,42403,0.6142024295,63436125,24042000,2.2529542302,0.0511770727,19.54
1984,42922,0.393193833,40600000,3173000,2.9016470039,0.0511770727,19.54
1984,43124,0.2680589698,87176250,5546500,2.3685548806,0.0511770727,19.54
1984,43298,0.3254663392,266588000,18710500,2.2317271715,0.0511770727,19.54
1984,43350,0.378028258,764335250,59794000,2.7520183837,0.0511770727,19.54
1984,43449,0.2427376686,4182835500,686686000,0.5382464791,0.0511770727,19.54
1984,43721,0.3504716565,857390625,13606500,2.7893593083,0.0511770727,19.54
1984,43959,0.7210203488,9232000,2943500,2.5104040515,0.0511770727,19.54
1984,43992,0.5167629526,36775000,1156000,1.9731485741,0.0511770727,19.54
1984,44039,0.5522066915,53137875,0,24.010752688,0.0511770727,19.54
1984,44485,0.4779784803,554697500,91500,5.2078846369,0.0511770727,19.54
1984,45110,0.2607391625,25910062.5,8142500,2.4681745565,0.0511770727,19.54
1984,45129,0.3587063495,111664500,10159000,3.8231666601,0.0511770727,19.54
1984,45719,1.0522667621,23382500,797136500,0.1336493377,0.0511770727,19.54
1984,45735,0.5155937838,2988000,1488000,2.087114778,0.0511770727,19.54
1984,46026,0.2512574595,8791875,775500,2.3711272248,0.0511770727,19.54
1984,46790,0.3495215042,78486000,30943000,4.031456329,0.0511770727,19.54
1984,47001,0.4756299361,218776625,204694000,1.2685579591,0.0511770727,19.54
1984,47394,0.1392441798,42024000,1018000,3.219781648,0.0511770727,19.54
1984,48063,0.5743514111,18136000,19978000,0.9989925448,0.0511770727,19.54
1984,48143,0.3032635956,66920000,1221000,4.0330954655,0.0511770727,19.54
1984,48215,0.4086380794,7108500,31000,4.1179378531,0.0511770727,19.54
1984,49154,0.3111251582,3002753250,383838500,1.7173357185,0.0511770727,19.54
1984,49817,0.3267308923,29505000,1018500,2.5569811321,0.0511770727,19.54
1984,50286,0.2252906956,318820000,17902000,1.9532077375,0.0511770727,19.54
1984,50650,0.7354550458,2489015.625,23000,3.8316326531,0.0511770727,19.54
1984,50788,0.402240342,245931500,21893000,2.8744726238,0.0511770727,19.54
1984,52329,0.474636704,42065625,14246500,1.3593924952,0.0511770727,19.54
1984,52337,0.3391519143,1500658000,503000000,1.5738636364,0.0511770727,19.54
1984,52362,0.2488234236,63214500,23781000,1.8073207931,0.0511770727,19.54
1984,52476,0.2477504709,194067500,13833500,1.6202480254,0.0511770727,19.54
1984,52581,0.4223745051,14053125,0,5.3869158879,0.0511770727,19.54
1984,52775,0.4991823822,786604000,69810500,2.413857313,0.0511770727,19.54
1984,52792,0.5921383208,65441750,2714500,3.3067555813,0.0511770727,19.54
1984,53102,0.4053408092,170056250,35673000,0.7799181577,0.0511770727,19.54
1984,53453,0.2899721742,14154000,704000,1.7998310811,0.0511770727,19.54
1984,53575,0.2850870779,236661250,1266500,4.7825598101,0.0511770727,19.54
1984,53671,0.5550073199,5405000,94000,4.4022222222,0.0511770727,19.54
1984,53824,0.4659442088,39137500,8822500,1.9029440766,0.0511770727,19.54
1984,54173,0.5174477327,79901250,3743000,5.5647792706,0.0511770727,19.54
1984,54594,0.3818223007,68103000,9298000,2.5209383429,0.0511770727,19.54
1984,54747,0.3185089565,10081500,2391000,1.4623052085,0.0511770727,19.54
1984,55256,0.3142787174,70830375,13886500,1.8113086233,0.0511770727,19.54
1984,56063,0.5471949125,99234000,56527500,1.4720417866,0.0511770727,19.54
1984,56354,0.3513046394,169825500,35467500,2.1314582771,0.0511770727,19.54
1984,56363,0.3301164899,230897250,2628000,1.5504745179,0.0511770727,19.54
1984,57270,0.7497331612,20348687.5,496000,0.4784615385,0.0511770727,19.54
1984,57373,0.6771818227,4423500,524000,2.6141304348,0.0511770727,19.54
1984,57533,0.3451831104,284321875,81533000,1.1050663151,0.0511770727,19.54
1984,57613,0.5310972442,18792000,11401500,7.0942995169,0.0511770727,19.54
1984,57753,0.1536447544,7625500,1741500,2.1810783316,0.0511770727,19.54
1984,57884,0.4924097976,34533000,497000,2.7313066175,0.0511770727,19.54
1984,57892,0.5655485053,5484375,512000,0.0726315789,0.0511770727,19.54
1984,58640,0.3357801965,4469673000,68550000,1.8042880073,0.0511770727,19.54
1984,59184,0.202533403,3024687500,495600000,1.2423529412,0.0511770727,19.54
1984,59193,1.7024530988,1288640.625,136500,1.7155963303,0.0511770727,19.54
1984,59301,0.3237252243,109230312.5,23849000,1.3987695297,0.0511770727,19.54
1984,59985,0.4482872893,266301000,10251000,2.2946342392,0.0511770727,19.54
1984,59994,0.4484264366,13953125,1611500,2.5940940066,0.0511770727,19.54
1984,60303,1.6916996485,8718750,75000,2.2058165548,0.0511770727,19.54
1984,60345,0.5467218067,14794750,3339000,2.2380883627,0.0511770727,19.54
1984,60396,0.3688274831,125484000,189686500,1.5596581534,0.0511770727,19.54
1984,61081,0.6078982189,25636875,8995000,1.1152282705,0.0511770727,19.54
1984,61313,0.3008226158,122482000,13167500,2.4901817295,0.0511770727,19.54
1984,61479,0.4554637532,55501875,23053500,1.1706831918,0.0511770727,19.54
1984,61517,0.4599507186,4607375,4887500,0.386712403,0.0511770727,19.54
1984,61567,0.3807346926,67011000,27616500,2.756997513,0.0511770727,19.54
1984,61744,0.2546638436,27023750,0,5.966611479,0.0511770727,19.54
1984,62228,0.4094456226,77698500,2293500,10.073266037,0.0511770727,19.54
1984,62261,0.7376115796,13325750,3000,1.7996604414,0.0511770727,19.54
1984,62375,0.5056266684,10156250,5119000,2.305805114,0.0511770727,19.54
1984,62412,0.3530717154,28210875,3046500,1.46939199,0.0511770727,19.54
1984,62464,0.6165879557,656250,274500,0.5072961373,0.0511770727,19.54
1984,62543,0.4109413363,126862000,59866500,3.4283694211,0.0511770727,19.54
1984,63184,0.4187191701,15363000,4769000,1.0402171012,0.0511770727,19.54
1984,63395,0.1715451981,67311000,82500,4.7064080624,0.0511770727,19.54
1984,63458,0.4531911592,100975000,18469000,1.96080782,0.0511770727,19.54
1984,63635,0.5449245074,212355500,11803000,13.457312546,0.0511770727,19.54
1984,63677,0.4537122049,17290000,7124500,2.6505389222,0.0511770727,19.54
1984,63758,0.4928327627,19145125,4086500,5.5041017227,0.0511770727,19.54
